Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
GCS_388,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,371,Analysis and Design of Control Systems,"Laboratory: 3 hours per week, alternate weeks",Courses,Course-integrated,,2.0
GCS_389,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,375,Mechanical Vibrations,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_390,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,390,Mechanical Engineering Design Project,Team-based design project,Courses,Course-integrated,,3.0
GCS_391,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,411,Instrumentation and Measurements,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_392,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,412,Computer-Aided Mechanical Design,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_393,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,414,Computer Numerically Controlled Machining,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,4.0
GCS_394,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,421,Mechanical Shaping of Metals and Plastics,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,4.0
GCS_395,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,423,"Casting, Welding, Heat Treating, and Non-Destructive Testing","Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_396,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,424,MEMS - Design and Fabrication,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_397,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,425,Manufacturing of Composites,"Simulation,  Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_398,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,447,Fundamentals of Vehicle System Design,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_399,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,452,Heat Transfer II,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_400,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,460,Finite Element Analysis,"Laboratory: 3 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_401,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,461,Gas Dynamics,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_402,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,463,Fluid Power Control,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_403,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,471,Microcontrollers for Mechatronics,"Hands-on project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Courses,Course-integrated,,3.0
GCS_404,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,472,Mechatronics and Automation,"Laboratory: 2 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_405,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,473,Control System Design,"Lab project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Courses,Course-integrated,,3.0
GCS_406,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,474,Mechatronics,"Laboratory: 3 hours per week, alternate weeks",Courses,Course-integrated,,3.0
GCS_407,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,490A,"Capstone Mechanical Engineering Design Project (also listed as MECH 490B, MECH490C)","design, simulation or experimental capstone design project",,Course-integrated,,3.0
GCS_408,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6011,Analysis and Design of Pneumatic Systems,A project on selected topics is required,Courses,Course-integrated,,4.0
GCS_409,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6021,Design of Industrial Control Systems,A project on specific topic or applications is required,Courses,Course-integrated,,3.0
GCS_410,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6041,Virtual Systems Engineering,A project is required,Courses,Course-integrated,,33.0
GCS_411,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6051,Process Dynamics and Control,A project on selected topics of current interest is required,Courses,Course-integrated,,3.0
GCS_412,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6061,Analysis and Design of Hydraulic Control Systems,A projects on selected topics is required,Courses,Course-integrated,,3.0
GCS_413,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6081,Fuel Control Systems for Combustion Engines,Demonstration in lab,Courses,Course-integrated,,3.0
GCS_414,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6091,Flight Control Systems,"Flight simulation, Projects on selected topics are required",Courses,Course-integrated,,3.0
GCS_415,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6101,Kinetic Theory of Gases,A project on specific topic or applications is required,Courses,Course-integrated,,4.0
GCS_416,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6111,Gas Dynamics,A project on specific applications is required,Courses,Course-integrated,,3.0
GCS_417,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6121,Aerodynamics,A project on specific topic or applications is required,Courses,Course-integrated,,3.0
GCS_418,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6131,Conduction and Radiation Heat Transfer,A project on selected topics is required,Courses,Course-integrated,,69.0
GCS_419,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6141,Heat Exchanger Design,A project on selected topics is required,Courses,Course-integrated,,9.0
GCS_420,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6161,Gas Turbine Design,A project on specific topic or applications is required,Courses,Course-integrated,,3.0
GCS_421,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6171,Turbomachinery and Propulsion,Projects on selected topics are required,Courses,Course-integrated,,3.0
GCS_422,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6181,"Heating, Air Conditioning and Ventilation",A project on selected applications is required,Courses,Course-integrated,,3.0
GCS_423,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6191,Combustion,Projects on selected topics are required,Courses,Course-integrated,,3.0
GCS_424,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6231,Helicopter Flight Dynamics,Case studies and projects on selected topics are required,Courses,Course-integrated,,3.0
GCS_425,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6241,Operational Performance of Aircraft,Projects on selected topics are required,Courses,Course-integrated,,3.0
GCS_426,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6251,Space Flight Mechanics and Propulsion Systems,A project is required,Courses,Course-integrated,,3.0
GCS_427,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6301,Vibration Problems in Rotating Machinery,Projects on selected applications are required,Courses,Course-integrated,,3.0
GCS_428,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6311,Noise and Vibration Control,Projects on selected applications are required,Courses,Course-integrated,,3.0
GCS_429,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6321,Optimum Design of Mechanical Systems,An optimization project on selected topics is required,Courses,Course-integrated,,3.0
GCS_430,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6341,Engineering Analysis of Smart Materials and Structures,A project is required,Courses,Course-integrated,,3.0
GCS_431,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6351,Modal Analysis of Mechanical Systems,Projects on selected applications are required,Courses,Course-integrated,,3.0
GCS_432,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6361,Mechanics of Biological Tissues,A project on current topic is required,Courses,Course-integrated,,3.0
GCS_433,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6421,Metal Machining and Surface Technology,A project on selected topics is required,Courses,Course-integrated,,3.0
GCS_434,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6431,"Introduction to Tribology (Wear, Friction and Lubrication)",A project on specific topic or applications is required,Courses,Course-integrated,,72.0
GCS_435,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6441,Stress Analysis in Mechanical Design,"Case studies, and project from selected applications are required",Courses,Course-integrated,,3.0
GCS_436,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6451,Computer-Aided Mechanical Design,A project is required,Courses,Course-integrated,,3.0
GCS_437,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6481,Aeroelasticity,A project on specific applications is required,Courses,Course-integrated,,3.0
GCS_438,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6491,Engineering Metrology and Measurement Systems,A project is required,Courses,Course-integrated,,3.0
GCS_439,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6501,Advanced Materials,A project on selected topics of current interest is required,Courses,Course-integrated,,3.0
GCS_440,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6511,Mechanical Forming of Metals,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
GCS_441,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6521,Manufacturing of Composites,A project on selected topics of current interest is required,Courses,Course-integrated,,3.0
GCS_442,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6531,Casting,A project on current research topic and selected applications is required,Courses,Course-integrated,,3.0
GCS_443,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6541,Joining Processes and Nondestructive Testing,A project on current research topic or selected applications is required,Courses,Course-integrated,,3.0
GCS_444,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6551,Fracture,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
GCS_445,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6561,High Strength Materials,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
GCS_446,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6571,Corrosion and Oxidation of Metals,A project on current research topics and selected applications is required,Courses,Course-integrated,,3.0
GCS_447,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6581,Mechanical Behaviour of Polymer Composite Materials,Projects on selected applications are required,Courses,Course-integrated,,4.0
GCS_448,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6601,Testing and Evaluation of Polymer Composite Materials and Structures,A project on selected topics of current interest is required,Courses,Course-integrated,,4.0
GCS_449,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6611,Numerically Controlled Machines,A design project on multi-surface machine parts is required,Courses,Course-integrated,,4.0
GCS_450,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6621,Microprocessors and Applications,A project on specific topic or applications is required,Courses,Course-integrated,,4.0
GCS_451,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6631,Industrial Automation,A project on specific topic or applications is required,Courses,Course-integrated,,4.0
GCS_452,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6641,Engineering Fracture Mechanics and Fatigue,A case study or project on selected applications is required,Courses,Course-integrated,,4.0
